制作公司（母）,子分类,游戏名称,游戏译名,发售日,汉化组,汉化进度,备注,DL推荐,官网,其他网址
,,,,,,,,,,
STAGE NANA,,narcissu,水仙花,2005/8/1,KFC (KEY FANS CLUB) / 風鈴漢化組,官方中文化,,,,
STAGE NANA,,narcissu SIDE 2nd,,2007/5/16,さいいくりん,漢化完成,,,,
STAGE NANA,,narcissu3rd -Die Dritte Welt-,,2009/4/27,風鈴漢化組,漢化完成,,,,
STAGE NANA,,ナルキッソス～もしも明日があるなら～,水仙花～如果還有明天～,2010/6/24,風鈴漢化組,待補,PSP,,,
STAGE NANA,,雨のマージナル,雨的邊緣,2014/12/30,個人漢化,漢化完成,,,,
,,,,,,,,,,
StarNovel Studio,,Mariko: Hot Nightlife,,2018/3/10,StarNovel Studio,官方中文化,同人,,,
StarNovel Studio,,What is Love?,,2018/3/20,StarNovel Studio,官方中文化,同人,,,
StarNovel Studio,,Yuko: Tragic Love Story,,2018/4/6,StarNovel Studio,官方中文化,同人,,,
StarNovel Studio,,Cheerleader: Reverse Side of Life,,2018/4/18,StarNovel Studio,官方中文化,同人,,,
StarNovel Studio,,X-ray Hospital,,2018/5/26,StarNovel Studio,官方中文化,同人,,,
StarNovel Studio,,Journalism Class,,2018/8/18,StarNovel Studio,官方中文化,同人,,,
StarNovel Studio,,The Point G. How to Find?,,2018/9/17,StarNovel Studio,官方中文化,同人,,,
,,,,,,,,,,
TINKLEBELL,,月明りのラズベリィ～つん★デれII～,,2008/5/30,待補,漢化完成,同人,,,
TINKLEBELL,,闇夜ト星ノ冥土館,,2006/9/15,待補,漢化完成,同人,,,
TINKLEBELL,,輪舞曲Duo -夜明けのフォルテシモ-,,2014/10/31,DOTS漢化組 x 哈尼喵漢化組 x 鏡月鈴音漢化組,漢化完成,同人,,,
,,,,,,,,,,
Winged Cloud,,Sakura Spirit,櫻花之靈,2014/7/10,起源漢化組 / 蒹葭漢化組,漢化完成,同人,,,
Winged Cloud,,Sakura Angels,櫻花天使,2015/1/16,起源漢化組 / 紳士假面漢化組,漢化完成,同人,,,
Winged Cloud,,Sakura Fantasy,櫻花幻想,2015/5/29,紳士假面漢化組,漢化完成,同人,,,
Winged Cloud,,Sakura Swim Club,櫻花水泳部,2015/9/11,蒹葭漢化組,漢化完成,同人,,,
Winged Cloud,,Sakura Nova,櫻花新星,2016/10/5,遊戲迷弟漢化組,漢化完成,同人,,,
Winged Cloud,,Sakura Gamer,,2017/10/5,"	Winged Cloud",官方中文化,同人,https://store.steampowered.com/app/685680/,,
Winged Cloud,,Legends of Talia: Arcadia,,2017/10/27,"	Winged Cloud",官方中文化,同人,https://store.steampowered.com/app/729530/,,
Winged Cloud,,Sakura Cupid,,2018/2/12,"	Winged Cloud",官方中文化,同人,https://store.steampowered.com/app/733740/,,
Winged Cloud,,Sakura Sadist,,2018/5/25,"	Winged Cloud",官方中文化,同人,https://store.steampowered.com/app/813700/,,
Winged Cloud,,Sakura MMO,,2018/10/15,"	Winged Cloud",官方中文化,同人,https://store.steampowered.com/app/935070/,,
Winged Cloud,,Sakura MMO 2,,2019/1/25,"	Winged Cloud",官方中文化,同人,https://store.steampowered.com/app/968950,,
Winged Cloud,,Sakura MMO 3,,2019/6/7,"	Winged Cloud",官方中文化,同人,https://store.steampowered.com/app/1064130,,
Winged Cloud,,Sakura Fox Adventure,,2019/10/25,"	Winged Cloud",官方中文化,同人,https://store.steampowered.com/app/1157640/,,
Winged Cloud,,Sakura Gamer 2,,2019/12/12,"	Winged Cloud",官方中文化,同人,https://store.steampowered.com/app/1161650/,,
Winged Cloud,,Sakura Knight,,2020/1/31,"	Winged Cloud",官方中文化,同人,https://store.steampowered.com/app/1209330/,,
Winged Cloud,,Sakura Succubus,,2020/3/31,"	Winged Cloud",官方中文化,同人,https://store.steampowered.com/app/1202310/,,
Winged Cloud,,Sakura Knight 2,,2020/6/2,"	Winged Cloud",官方中文化,同人,https://store.steampowered.com/app/1296260/,,
,,,,,,,,,,
ふぐり屋 / ゆりんゆりん,ふぐり屋,その花びらにくちづけを,親吻那片花瓣、花吻在上,2006/11/25,指尖奶茶應援會,漢化完成,1,,,
ふぐり屋 / ゆりんゆりん,ふぐり屋,わたしの王子さま,我的王子大人,2007/6/8,曙光社,漢化完成,2,,,
ふぐり屋 / ゆりんゆりん,ふぐり屋,その花びらにくちづけを　あなたと恋人つなぎ,戀人的羈絆,2007/8/3,百合會 x 曙光社 x 指尖奶茶應援會,漢化完成,3,,,
ふぐり屋 / ゆりんゆりん,ふぐり屋,その花びらにくちづけを 愛しさのフォトグラフ,珍愛的相片,2008/6/20,百合會,漢化完成,4,,,
ふぐり屋 / ゆりんゆりん,ふぐり屋,その花びらにくちづけを　あなたを好きな幸せ,喜歡妳的幸福,2008/8/8,百合會,漢化完成,5,,,
ふぐり屋 / ゆりんゆりん,ふぐり屋,その花びらにくちづけを　唇とキスで呟いて,呢喃的嘴唇,2008/12/19,待補,漢化完成,6,,,
ふぐり屋 / ゆりんゆりん,ふぐり屋,その花びらにくちづけを　あまくてほしくてとろけるちゅう,甜蜜相思的融化之吻,2009/12/25,待補,漢化完成,7,,,
ふぐり屋 / ゆりんゆりん,ふぐり屋,その花びらにくちづけを　天使の花びら染め,天使的吻痕,2010/2/26,待補,漢化完成,8,,,
ふぐり屋 / ゆりんゆりん,ふぐり屋,その花びらにくちづけを　あまくておとなのとろけるちゅう,甜蜜成熟的融化之吻,2010/12/17,待補,漢化完成,9,,,
ふぐり屋 / ゆりんゆりん,ふぐり屋,その花びらにくちづけを　はなひらっ！,花瓣!,2010/10/8,待補,漢化完成,外傳,,,
ふぐり屋 / ゆりんゆりん,ふぐり屋,その花びらにくちづけを　リリ?プラチナム,莉莉?白金,2011/11/25,為大忙人準備的漢化組,漢化完成,10,,,
ふぐり屋 / ゆりんゆりん,ゆりんゆりん,その花びらにくちづけを　ミカエルの乙女たち,米卡艾魯的少女們,2012/11/30,個人漢化,漢化完成,11,,,
ふぐり屋 / ゆりんゆりん,ゆりんゆりん,その花びらにくちづけを　アトリエの恋人たち,畫室的戀人們,2013/3/29,MiyaRisa漢化組,漢化完成,12,,,
ふぐり屋 / ゆりんゆりん,ゆりんゆりん,その花びらにくちづけを　天使のあこがれ,天使的憧憬,2013/5/31,花吻在上漢化組,漢化完成,13,,,
ふぐり屋 / ゆりんゆりん,ゆりんゆりん,その花びらにくちづけを　天使たちの春恋,天使們的春戀,2013/8/30,花吻在上漢化組,漢化完成,14,,,
ふぐり屋 / ゆりんゆりん,ゆりんゆりん,その花びらにくちづけを　天使たちの約束,天使們的約定,2013/12/20,花吻在上漢化組,漢化完成,15,,,
ふぐり屋 / ゆりんゆりん,ゆりんゆりん,その花びらにくちづけを　白雪の騎士,白雪的騎士,2014/3/28,無名,漢化完成,16,,,
ふぐり屋 / ゆりんゆりん,,その花びらにくちづけを　れぼりゅーしょん！ りなぎさ,革命 莉菜與渚,2015/12/31,個人漢化,漢化完成,,,,
聖ミカエル女子学園,,その花びらにくちづけを　出会った頃の思い出に,親吻那片花瓣 相遇時的回憶,2015/3/13,MangaGamer,官方中文化,,https://store.steampowered.com/app/397270,,
聖ミカエル女子学園,,その花びらにくちづけを　にゅーじぇね！,親吻那片花瓣 新世代,2015/6/26,個人漢化,漢化完成,,,,
,,,,,,,,,,
qureate,,NinNinDays,,2019-08-08-,qureate,官方中文化,,https://store.steampowered.com/app/1258340/,,
qureate,,TroubleDays,,2020/2/13,qureate,官方中文化,,https://store.steampowered.com/app/1258340//,,
qureate,,Prison Princess,,2020/4/2,qureate,官方中文化,,https://store.steampowered.com/app/1151740/,,
qureate,,KukkoroDays,,2020/5/12,qureate,官方中文化,,https://store.steampowered.com/app/1258340/,,
,,,,,,,,,,
スタジオポーク,,パート妻の情事 ～熟した艶と蕩ける吐息～,,2019/1/18,個人漢化,漢化完成,同人,,,
スタジオポーク,,昼下がりの団地妻たち ～熟れた匂いとムレた肌～,,2013/4/5,待補,漢化完成,同人,,,
スタジオポーク,,高慢妻陥落!! ～イイ女だけどヤな女～,,2020/2/13,個人漢化,漢化完成,同人,,,
スタジオポーク,,叔母寝取り ～夫の知らない淫らな関係～,,2016/6/17,個人漢化,漢化完成,同人,,,
,,,,,,,,,,
はりねずみ工房,,ひなちゃんの秘密,雛醬的秘密,2009/3/11,待補,漢化完成,同人,,,
はりねずみ工房,,麻衣ちゃんの誘惑,麻衣的誘惑,2010/2/19,待補,漢化完成,同人,,,
はりねずみ工房,,ナリスマシドリーム～いきなり隣のパパになって、可愛い娘に性教育!!～,變身妄想,2013/1/26,渚櫻漢化組,漢化完成,同人,,,
,,,,,,,,,,
ゆにっとちーず,,パコられ,苟活於污穢世界下,2013/8/11,待補,漢化完成,同人,,,
ゆにっとちーず,,夏のさざんか,,2013/4/1,待補,待補,同人,,,
ゆにっとちーず,,冬のさざなみ,,2013/12/25,待補,待補,同人,,,
ゆにっとちーず,,ニルハナ,灼灼其華,2017/12/29,ゆにっとちーず,中文化進行中,同人,,https://unit0cheese.wixsite.com/nillhana,https://unit0cheese.wixsite.com/nillhanachina
,,,,,,,,,,
私立さくらんぼ小学校,,美香がんばる ～おしえてエッチなお勉強～,美香加油 ～好好學習H的事情吧～,2008/5/3,臉腫漢化組,漢化完成,同人,,,
私立さくらんぼ小学校,,いたずラブ ひと気のない公園で少女と愛を育もう,Itazulove—在沒有人煙的公園和少女孕育愛情,2009/12/30,《いたずラブ ひと気のない公園で少女と愛を育もう》委員會,漢化完成,同人,,,
私立さくらんぼ小学校,,少女と世界とお菓子の剣～Route of AYANO～,少女與世界與點心之劍,2009/8/15,文金工作室,漢化完成,同人,,,
私立さくらんぼ小学校,,少女と世界とお菓子の剣～Route of NANA～,,2010/8/14,臉腫漢化組,漢化完成,同人,,,
私立さくらんぼ小学校,,少女と世界とお菓子の剣～route of ICHIGO 1～,,2012/12/31,臉腫漢化組,漢化完成,同人,,,
私立さくらんぼ小学校,,妹ペット～premo～,妹妹寵物,2008/12/30,臉腫漢化組,漢化完成,同人,,,
私立さくらんぼ小学校,,鍵っ子少女 陽射しの中のおるすばん,,2011/8/13,臉腫漢化組,漢化完成,同人,,,
私立さくらんぼ小学校,,こどもみるくぱふぇ,小蘿莉牛奶帕菲,2003/12/30,臉腫漢化組,漢化完成,同人,,,
私立さくらんぼ小学校,,喪服ロリータ緊縛奇譚 美少女性奴隷調教,喪服蘿莉,2014/8/17,臉腫漢化組,漢化完成,同人,,,
,,,,,,,,,,
夜のひつじ,,孤独に効く百合,孤獨少女的百合物語,2011/6/19,待補,漢化完成,同人,,,
夜のひつじ,,恋妻くずし,,2012/4/12,臉腫漢化組,漢化完成,同人,,,
夜のひつじ,,幼馴染と十年、夏,,2012/8/11,待補,漢化完成,同人,,,
夜のひつじ,,相思相愛ロリータ,與小蘿莉相思相愛,2014/12/30,臉腫漢化組,漢化完成,同人,,,
夜のひつじ,,ゆびきり婚約ロリイタ,與你拉鉤起誓的婚約,2015/12/31,暫時沒名字的漢化組,漢化完成,同人,,,
夜のひつじ,,相思相愛ロリータの生活,與小蘿莉相思相愛的生活,2016/8/14,臉腫漢化組,漢化完成,同人,,,
夜のひつじ,,お泊まり恋人ロリータ,同居戀人洛麗塔,2016/12/31,守夜人漢化組,漢化完成,同人,,,
夜のひつじ,,ハーレム双子ロリータ,雙子洛麗塔後宮,2017/12/31,倉庫漢化組 x 靴下漢化組,漢化完成,同人,,,
夜のひつじ,,愛欲姉妹ロリータ,愛欲姐妹洛麗塔,2018/12/31,守夜人漢化組,漢化完成,同人,,,
夜のひつじ,,堕落ロイヤル聖処女,墮落皇家聖處女,2018/8/12,變態協會·漢化組,漢化完成,同人,,,
夜のひつじ,,誘惑なまいきロリータ,誘惑、自大、洛麗塔,2019/12/31,守夜人漢化組,漢化完成,同人,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
公爵,,ジサツのための101の方法,自殺的101種方法,2001/10/5,個人漢化,漢化完成,,,,
Alco Entertainment,,おかえりっ！夕凪色の恋物語,情歸故里,2001/2/2,北京新天地,官方中文化,,,,
BAROQUE,,エレメンタルアーツ,魔法少年(ELEMENTAL ARTS),1999/12/10,待補,漢化完成,,,,
CandySoft,,つよきす,嬌蠻之吻,2005/8/26,Famille漢化組,漢化完成,,,,
Cyc,,花暦,,2000/11/30,天人互動,官方中文化,,,,
FlyingShine,,CROSS?CHANNEL,,2003/9/26,群青學院 -群Ｘ會-,漢化完成,Ver0.99,,,
Force,,書淫、あるいは失われた夢の物語,書淫，或是已失去的夢之物語,2000/7/15,個人漢化,漢化完成,,,,
Force,,2nd LOVE,,2000/2/12,個人漢化,漢化完成,,,,
G.J？,,七人のオンラインゲーマーズ～オフライン～,七人的魔幻世界,2005/7/22,GAL雲漢化組,漢化完成,,,,
GAMANIA,,Mystic Mind ?揺れる想い?,心動情緣,1998/9/3,天人互動,官方中文化,,,,
Le.Chocolat meets FlyingShine,,SWAN SONG,天鵝之歌 / 死挽歌,2005/7/29,萌你妹漢化組 / 個人漢化,漢化完成,,,,
Littlewitch,,Quartett!,,2004/4/23,魔法少年えすか☆エムカ,漢化完成,,,,
MARVELOUS!,,ラブひなアドバンス 祝福の鐘はなるかな,純情房東俏房客,2001/9/7,PGCG漢化組,漢化完成,漢化平台為GBA,,,
MARVELOUS!,,Sister Princess 2,妹妹公主2,2003/3/20,PGCG漢化組,漢化完成,漢化平台為GBA,,,
Microcabin,,マリオネットカンパニー,人偶情緣,1999/10/7,協和多媒體,官方中文化,,,,
Microcabin,,マリオネットカンパニー2,人偶情緣2,2000/5/18,協和多媒體,官方中文化,,,,
Nail,,As you like～星降る夜にロマンスを～,,2005/7/29,萌坑工程隊,漢化完成,,,,
NEC Interchannel,,Sentimental Graffiti,青澀寶貝、傷感塗鴉,1998/1/22,協和多媒體(繁) / 依星軟件(簡),官方中文化,,,,
NEC Interchannel,,Sentimental Graffiti 2,青澀寶貝2,2000/7/27,協和多媒體(繁),官方中文化,,,,
ruf,,ユメミルクスリ,夢見之藥,2005/12/22,未來數位,官方中文化,,,,
S.M.L,,Carnival,狂歡節,2004/5/14,PRO2漢化組,漢化完成,,,,
sincere,,シンシア～Sincerely to You～,狼少女辛希雅,2004/4/23,未來數位,官方中文化,,,,
SUCCESS,,アカイイト,紅線,2004/10/21,AUGUST中文化委員會,漢化完成,,,,
TerraLunar（テラルナ）,,らくえん～あいかわらずなぼく。の場合～,樂園～一如既往的我。的存在～,2004/6/25,AUGUST中文化委員會,漢化完成,,,,
ぱてぃしえ,,Cafe Little Wish,,2003/2/14,奇蹟風祝漢化組,漢化完成,,,,
ぱてぃしえ,,まじかる☆ている,魔法學院戀～小小魔法師～,2004/11/19,萌空漢化組,漢化完成,,,,
Xuse,,最果てのイマ,,2005/8/12,Famille漢化組,漢化中,估計已棄坑,,,
Active Soft,,DISCIPLINE－The record of a Crusade－,慾望學園,2002/8/30,神貓在線 & 藍貓組,漢化完成,,,,
CRAFTWORK,,さよならを教えて～comment te dire adieu～,對你說再見～comment te dire adieu～,2001/3/2,萌你妹漢化組 / 個人漢化,漢化完成,,,,
ZERO,,いたいけな彼女,我的嬌弱女友,2003/10/24,r514783個人漢化,漢化完成,同2010年的RE版,,,
覇王,,通勤快楽～痴漢でGO！～,,2000/11/15,名瀦學園漢化組,漢化中,估計已棄坑,,,
ZyX,,雷の戦士ライディ～破邪の雷光～,雷之戰士萊蒂 破邪的雷光,2005/8/12,待補,漢化完成,,,,
,,,,,,,,,,
,,,,,,,,,,
Asgard（アスガルド）,,I/O －ディレクターズカット－,,2008/8/29,Lem Fan Club,漢化完成,,,,
Catear,,屠殺の園,屠殺之園,2007/4/27,個人漢化,漢化完成,,,,
CIRCLE Ent,,蘭島物語～少女的約定～,蘭島物語 少女的約定,2009/7/23,CIRCLE Ent,官方中文化,,https://store.steampowered.com/app/1268140,,
ETERNAL,,輝光翼戦記 天空のユミナ,,2009/1/23,未來數位,官方中文化,,,,
etude,,そして明日の世界より,明日的世界,2007/11/22,PRO2漢化組,漢化完成,,,,
MARVELOUS!,Other (CIRCUS),舞-HiME 運命の系統樹 修羅,,2006/6/30,3DM工作室日文遊戲工作組 & 51HiME修羅漢化小組,漢化完成,,,,
NIPPON ICHI SOFTWARE INC.,,音の色,音色,2010/7/29,萌你妹漢化組,漢化完成,收錄於《セカンドノベル ～彼女の夏、15分の記憶～》,,,
PAJAMAS SOFT,,ピアノの森の満開の下,盛開的鋼琴之森下,2007/8/24,妹乃萌漢化組,漢化完成,,,,
rusK,,Aster,,2007/11/9,冥月 x GMH中文化委員會,漢化完成,,,,
Studio Mebius,,スノー,,2006/9/29,SNOW冬季戀歌漢化委員會,漢化完成,,,,
Tarte,,カタハネ,片羽,2007/1/26,百合會 x 指尖奶茶應援會,漢化完成,,,,
TRUMPLE,,失われた未来を求めて,尋找失去的未來,2010/11/26,妹乃萌漢化組 x PRO2漢化組,漢化完成,,,,
あんでる,,コムスメ,,2008/6/20,未來數位,官方中文化,,,,
ブルームハンドル,,波の間に間に～さざなみ診療所～,波與波之間 細波診療所,2006/1/27,里想奈騎士團,漢化完成,,,,
ブルームハンドル,,波の間に間に 外伝 裕美子さんの新婚日記,波與波之間 番外,2007/8/24,里想奈騎士團,漢化完成,收錄於《波の間に間に ぷらす》,,,
130cm,,鬼うた。 ～鬼が来たりて、甘えさせろとのたもうた。～,鬼歌,2009/6/26,KDays漢化組,漢化完成,,,,
130cm,,彼女たちの流儀,她們的流儀,2006/6/23,個人漢化,部分漢化,三線漢化,,,
mixed up,,StarTRain,開始雨，星列車,2006/9/22,個人漢化,部分漢化,僅單線漢化,,,
ABHAR,,水平線まで何マイル？ - Deep Blue Sky ＆ Pure White Wings -,,2008/8/29,神風小隊漢化組,漢化中,,,,
Lillian,,ティンクル☆くるせいだーす,Twinkle ☆ Crusaders,2008/9/26,AUGUST中文化委員會,漢化中,,,,
Studio Mebius,,SIN 黒朱鷺色の少女,,2008/11/28,無名,漢化中,估計已棄坑,,,
13cm,,ネコっかわいがり！～クレインイヌネコ病院診察中～,貓貓病院,2006/2/24,KDays漢化組,部分漢化,Ver0.3,,,
田辺組,,いもうと大作戦 ～Project i-mote～,妹妹大作戰,2006/3/30,待補,漢化完成,,,,
Complet's,,もうすぐ夏休み！,馬上就要放暑假！,2006/8/31,待補,漢化完成,,,,
LiLiM DARKNESS,,Dark Blue,,2009/11/27,待補,漢化完成,,,,
Portion,,オリオンハート～淫辱のスク水セーラー戦士～,,2009/3/27,靈夢御所,漢化完成,,,,
Spirit Speak,,CCホスピタル,CC桃色醫院,2006/3/24,未來數位,官方中文化,,,,
West Vision,,ひみ☆ツイ,精爆☆雙姬,2008/7/25,未來數位,官方中文化,,,,
ストライクスDL,,甘えむっ?～おかあさんのかぞくけいかく～,盡情撒嬌?～媽媽的家族計劃～,2010/6/1,萌你妹漢化組,漢化完成,,,,
Black Cyc,,EXTRAVAGANZA ～蟲愛でる少女～,,2006/10/27,GSS漢化組,漢化中,估計已棄坑,,,
Trance Soft,,Nightmare Knight～淫辱のレジスタンス～,夢魘騎士,2008/2/22,未來數位,官方中文化,,,,
Trance Soft,,いただき！娘娘チャイナ,娘娘飯店,2009/9/25,未來數位,官方中文化,,,,
,,,,,,,,,,
,,,,,,,,,,
10mile,,ひとりのクオリア,一個人的感質空間,2014/7/25,千夏漢化組 / Cross Qualia特勤漢化組,漢化完成,,,,
10mile,,ふたりのクオリア,兩個人的感質空間,2014/7/25,千夏漢化組 / Cross Qualia特勤漢化組,漢化完成,,,,
天狐,,英雄＊戦姫,英雄戰姬,2012/3/30,Kagura Games (神樂遊戲),官方中文化,,https://store.steampowered.com/app/691770,,
天狐,,英雄＊戦姫GOLD,英雄戰姬GOLD,2014/3/28,聯合漢化 (月華_星彩&SS同盟),漢化完成,,,,
青空ビスケット,,ポケットに恋をつめて,滿載愛的口袋,2013/3/15,冰之殤漢化組,漢化完成,,,,
黒鳥,,雨音スイッチ ～やまない雨と病んだ彼女そして俺～,雨音Switch~我與生病的她以及不停歇的雨...,2013/7/26,御之萌漫屋,漢化完成,,,,
Boost On,,この部室は帰宅しない部が占拠しました。,這間活動室被不回家部占領了學園,2012/10/25,萌萌璐漢化組,漢化完成,PSP移植版,,,
Boost On,,次の犠牲者をオシラセシマス,給下一個犧牲者的死亡通告 -與君共渡這片無邊無盡的黑暗-,2011/10/6,千夏漢化駔,漢化完成,,,,
effordom soft crown,,夢か現かマトリョーシカ,夢與現實的聯理結 / 層層交織的夢境與現實,2013/9/27,夜鴞漢化組 / 鏡月鈴音漢化組 x 黙示漢化組,漢化完成,,,,
ETERNAL,,剣聖機 アルファライド,劍聖機阿爾法騎士,2015/10/23,默示遊戲中文化興趣小組,漢化完成,,,,
Etoiles（エトワルズ）,,カラフル☆きゅあ～,繽紛少女Colorful Cure,2012/6/29,夜空漢化組 (原名火鍋漢化組),漢化完成,,,,
Ex-iT,,ひよこストライク！,小雞來襲！,2012/1/27,心願屋漢化組,漢化完成,,,,
Ex-iT,,逃避行GAME,,2013/5/24,默示漢化組,漢化完成,,,,
I.D.,,初恋予報。,,2011/5/27,心願屋漢化組,漢化完成,,,,
I.D.,,初恋前線。,,2012/2/24,心願屋漢化組,漢化完成,,,,
Inre,,僕はキミだけを見つめる -I gaze at only you-,我只注視著你,2015/11/27,甜糖漢化組,漢化完成,,,,
Insync,,妄想コンプリート！,妄想Complete!,2015/5/29,心願屋漢化組,漢化完成,,,,
mana,,ましろサマー,純白之夏,2011/11/25,PRO2漢化組,漢化完成,,,,
MEPHISTO,,天使の羽根を踏まないでっ,不要踐踏天使的羽毛,2011/7/29,千夏漢化組,漢化完成,,,,
Moviendo,,処女回路,,2011/5/27,心願屋漢化組,漢化完成,同人,,,
Nostalgic Chord,,放課後の不適格者,放學後的不合格者,2014/5/30,默示漢化組,漢化完成,,,,
PeasSoft,,執事が姫を選ぶとき,執事選擇公主之時,2013/5/24,待補,漢化完成,,,,
Prometheus,,恋と魔法と管理人 ～恋愛連鎖編～,,2015/8/28,心願屋漢化組,漢化完成,,,,
Q-X,,こころリスタ！,心靈重啟！,2015/10/30,心願屋漢化組,漢化完成,,,,
Qoobrand,,魔女こいにっき,魔女戀愛日記,2014/5/30,愛麗絲後宮協會,漢化完成,"PSV版也漢化完畢了
魔女こいにっき Dragon×Caravan",,,
riffraff,,恋愛家庭教師ルルミ★Coordinate！,戀愛家庭教師露露美,2011/8/26,戀教漢化組,漢化完成,僅部分HS沒漢化,,,
Sugar pot,,ツクモノツキ,九十九之月,2012/2/24,>w<after漢化组,漢化完成,,,,
Us：track,,恋×シンアイ彼女,想要傳達給你的愛戀,2015/10/30,X'moe漢化組(私立櫻桃小學校漢化組),漢化完成,,,,
Yatagarasu,,古色迷宮輪舞曲 ～HISTOIRE DE DESTIN～,,2012/7/27,KDays漢化組,漢化完成,,,,
Yatagarasu,,星彩のレゾナンス,星彩的共鳴,2013/2/22,哈尼喵漢化組,漢化完成,,,,
ぐみそふと,,天気雨,天氣雨,2015/8/28,心願屋漢化組,漢化完成,,,,
スマイル戦機,,誰が殺したコマドリを,誰人殺的知更鳥,2011/11/18,萌你妹漢化組,漢化完成,,,,
ぷちぱじゃま,,リリウム×トライアングル,LILIUM x TRIANGLE,2014/6/27,白衣漢化組,漢化完成,,,,
bitterdrop,,波間の国のファウスト,波間之國的浮士德,2012/6/29,待補,部分漢化,,,,
Etoiles（エトワルズ）,,ヒミツのオトメ ～ボクが女の子になった理由～,少女的秘密～我成為女孩子的理由～,2012/11/30,個人漢化,部分漢化,Ver0.05,,,
Giza10,,オレは少女漫画家,我是少女漫畫家,2012/2/23,KDays漢化組,部分漢化,PSP,,,
Meteor（メテオ）,,Marguerite Sphere -マーガレット スフィア-,麗特的占卜星,2011/4/22,墨檸漢化組,部分漢化,"已有共通線漢化
估計已棄坑",,,
SUMIKKO-SOFTWARE（すみっこ）,,はるまで、くるる。,直到春天到来。,2012/4/27,＊_＊彼岸花＊漢化组x萌你妹漢化組,部分漢化,,,,
地雷ソフト,,追奏のオーグメント,追奏的阿門圖特,2012/9/14,萌你妹漢化組,漢化中,,,,
chuablesoft（チュアブルソフト）,,あの晴れわたる空より高く,晴空萬里意凌雲,2014/9/26,KFC漢化組,漢化中,,,,
Etoiles（エトワルズ）,,妹恋～しすこい～,,2011/7/29,WRP漢化組,漢化中,估計已棄坑,,,
EX-ONE（エックスワン）,,フツウノファンタジー,最通幻想,2012/6/29,Makura Castle,漢化中,估計已棄坑,,,
LevoL,,11月のアルカディア,11月的理想鄉,2015/3/27,白井木學園漢化組,漢化中,,,,
mana,,ゆめいろアルエット！,夢色百靈！,2013/4/26,星岡雲雀愛護同好會,漢化中,,,,
riffraff,,3人いる！ ～Happy Wedding in Livingroom～,,2013/7/26,戀教漢化組,漢化中,估計已棄坑,,,
SUMIKKO-SOFTWARE（すみっこ）,,なつくもゆるる,夏日云悠悠,2013/6/28,萌你妹漢化組,漢化中,,,,
VRIDGE,,ロウきゅーぶ！ ないしょのシャッターチャンス,,2014/3/27,鏡月鈴音漢化組,漢化中,PSV版,,,
WHITESOFT,,猫撫ディストーション,,2011/2/25,奇蹟風祝漢化組,漢化中,,,,
Yeti,,ルートダブル - Before Crime ＊ After Days -,,2012/9/28,P大漢化組,漢化中,,,http://www.yetigame.jp/w/index.html,
熟女パラダイス,,泥酔させれば楽勝セックス ～叔母と従姉編～,讓你爛醉如泥就能輕鬆做愛~姨媽和表姐篇！,2015/11/10,風花雪玉,漢化完成,,,,
chococo,,アネカノ～お姉ちゃんとえっちであまーいヒミツの関係～,姐姐情人,2011/1/28,未來數位,官方中文化,,,,
CLIP☆CRAFT,,ユニオリズム?カルテット,,2014/12/26,心願屋漢化組,漢化完成,,,,
GuiltyeX,,床屋のおばちゃん 丘の上のバーバー,熟女理髮廳,2012/5/25,未來數位,官方中文化,,,,
Iris,,ないしょのないしょ！,秘密的秘密,2012/11/30,臉腫漢化組,漢化完成,,,,
Jellyfish,,SISTERS～夏の最後の日～,,2011/4/28,HAMASAKI漢化組,漢化完成,,,,
KISS,,カスタムメイド3D,3D定制女僕,2011/1/28,待補,漢化完成,,,,
KISS,,カスタムメイド3D2,,2015/7/24,待補,漢化完成,,,,
Mink EGO,,魔法少女の兄 ～下手な嘘と不良少年～,魔法少女的哥哥～拙劣謊言和不良少年～,2015/3/27,臉腫漢化組,漢化完成,,,,
One-up,,デデンデン,機甲轟鳴,2013/2/22,心願屋漢化組,漢化完成,,,,
One-up,,聖ブリュンヒルデ学園 少女騎士団と純白のパンティ ～甲冑お嬢様の絶頂おもらし～,,2013/8/30,心願屋漢化組,漢化完成,,,,
SWANEYE,,SEX戦争 ～愛あるエッチは禁止ですっ！～,SEX戰爭 ～有愛的愛愛時禁止的哦！～,2012/8/31,臉腫漢化組,漢化完成,,,,
ZION,,孕ませ催眠姦 JKと絶倫キモオヤジ,JK&絕倫大叔！催眠搞到懷孕,2015/11/27,個人漢化,漢化完成,,,,
ZION,,聖光天使ノエル 悪魔の刻印と無限淫獄,聖光天使諾艾爾·惡魔烙印與無限銀獄,2020/1/31,個人漢化,漢化完成,,,,
トルピード,,ヴァージン?ワイフ、密やかな開通～あなた、お父さんに躾けられてしまったの…～,,2011/11/25,臉腫漢化組,漢化完成,,,,
ぱちぱちそふと,,妹とその友人がエロすぎて俺の股間がヤバイ,妹妹和朋友與我的日常,2014/5/30,默示遊戲中文化興趣小組,漢化完成,,,,
ぱちぱちそふと黒,,父に恋した淫乱娘「彩子」 ～お父さんは誰にも渡さない～,愛上父親的「彩子」 ～我的爸爸誰也不給～,2014/10/31,默示漢化組,漢化完成,,,,
